Order,AlphaPop,FamilyNum,Population,Family,Dam,Sire,Rep,Treatment,TempTrt,WaterTrt,Block,Col,Row,GermDate,MinGermDay,MaxGermDay,Transplant,,LLL_0512,LLL_0515,LLL_0520,LLL_0523,LLL_0526,LLL_0529,LLL_0602,LLL_0605,LLL_0609,LLL_0612,Notes,UseForLLLGrowth,Height_0529,Height_0602,Height_0605,Height_0609,Height_0612,Height_0616,Height_0620,UseForHeightGrowth,,WiltStatus_0612,Flower Date,StigmaAntherSep,FlwrHeight,FlwrWidth,FlwrLength,Flwr Notes,,LeafCollectionDate,UppTrichomeNo,LowTrichomeNo,Length_mm,LeafNotes1,LeafFW_g,LeafDW_g,LeafNotes2,LeafArea_cm2,,DiedFromStress,HarvestDate,NFlwr,Nbud,HarvestNotes,UseForBiomass,LeavesDW_g,ShootsDW_g,RootsDW_g,Notes,,,,,,,,,FlowerDate,StigmaAntherSep,FlwrHeight,FlwrWidth,FlwrLength,FlwrNotes,,,,,,,,,,,,,
139,7,1,Middle Yuba,MYU1,JP0618,JP0619,B,Hot/Dry,Hot,Dry,MM5-1,H,4,yellow,10,10,N,,1.78,3.33,4.9,11.93,16.72,21.11,31.4,31.9,NA,NA,,TRUE,0,0.5,NA,8.1,9.5,NA,NA,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
49,8,1,Mill Creek,MIL1,AA1502,EH0053,A,Hot/Dry,Hot,Dry,MM5-1,I,4,plain,6,7,N,,< 1,3.81,12.28,21.03,33.5,40.79,48.8,51.9,NA,NA,,TRUE,1.4,3.6,NA,22.1,24.9,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,63,50,11.5,,0.3174,0.0299,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
129,9,6,North Fork Middle Tule,NMT6,EH0014,AA1515,A,Hot/Dry,Hot,Dry,MM5-1,J,4,yellow,10,10,N,,2.87,7.01,16.96,29.43,45.04,67.51,72.5,96.2,NA,NA,,TRUE,4.7,7,NA,24.5,28,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,52,63,15.2,,,,,,,FALSE,07-Jul,0,0,,TRUE,2.3200,3.3500,0.4287,,6.0987,,,,,,,,,,,,,,,,,,,,,,,,,,
177,10,7,Paradise Creek,PRD7,EH0011,AA1431,B,Hot/Dry,Hot,Dry,MM5-1,K,4,plain,6,7,N,,< 1,0.69,5.24,11.96,20.52,22.17,36.1,48.2,NA,NA,,TRUE,0.6,3.4,NA,16.5,17.6,NA,NA,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,FALSE,07-Jul,0,0,,TRUE,0.0062,0.0504,0.0271,,0.0837,,,,,,,,,,,,,,,,,,,,,,,,,,
191,11,3,Rainbow Pool,RBW3,AA0563,AA0565,C,Hot/Dry,Hot,Dry,MM5-1,L,4,no germination,18,21,N,,< 1,< 1,5.61,13.9,23.39,36.55,48.9,61.2,NA,NA,,TRUE,0.5,3.1,NA,18.1,20.2,NA,NA,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
67,12,5,Redwood Creek,RWD5,EH0006,EH0009,B,Hot/Dry,Hot,Dry,MM5-1,M,4,plain,6,7,N,,1.35,3.25,7.92,14.1,24.36,26.59,36,58.1,NA,NA,stakes changed from RWD6 to RWD5 B,TRUE,0.8,3.6,NA,14.5,16.4,NA,NA,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
9,13,9,Rock Creek,012aN1,,,A,Hot/Dry,Hot,Dry,MM5-1,N,4,plain,6,7,N,,2.03,5.95,13.86,23.44,29.96,51.08,79.4,83.6,NA,NA,,TRUE,2.2,4,NA,17.5,18,NA,NA,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
19,14,7,Wawona,188aC2,,,A,Hot/Dry,Hot,Dry,MM5-1,A,5,plain,6,7,N,,2.75,6.11,13.63,24.91,30.69,39.98,50.8,77.2,NA,NA,,TRUE,1.8,5.1,NA,15.2,15.9,NA,NA,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
97,15,1,West Fork Mojave River,WFM1,AA1416,EH0017,A,Hot/Dry,Hot,Dry,MM5-1,B,5,plain,6,7,N,,4.37,9.7,21.53,42.96,53.53,79.55,78,94.5,NA,NA,,TRUE,3.7,7.8,NA,18.2,18.6,NA,NA,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
77,16,5,Whitewater Canyon,WWC5,EH0029,EH0028,A,Hot/Dry,Hot,Dry,MM5-1,C,5,plain,6,7,N,,2.87,5.81,11.67,19.76,34.52,45.21,32.9,68,NA,NA,,TRUE,2.2,6.5,NA,22,26.5,NA,NA,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1,5,Cottonwood Creek,353a,,,A,Hot/Dry,Hot,Dry,MM5-1,D,5,plain,6,7,N,,< 1,4.74,16.31,28.78,41.29,57.52,68.2,91.3,NA,NA,,TRUE,2,5,NA,22.6,24.1,NA,NA,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
95,2,11,Sweetwater River,CUR11,AW1113,AW1112,A,Hot/Dry,Hot,Dry,MM5-1,E,5,plain,6,7,N,,< 1,2.44,9.82,17.27,27.46,47.84,64,82,NA,NA,,TRUE,1.1,4.1,NA,22.5,25.5,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,81,62,14.2,,,,,,,FALSE,07-Jul,0,4,,TRUE,1.2300,1.7000,0.1951,,3.1251,,,,,,,,,,,,,,,,,,,,,,,,,,
153,3,3,Deep Creek,DPC3,AA1535,JP0786,B,Hot/Dry,Hot,Dry,MM5-1,F,5,plain,6,7,N,,3.65,6.8,12.64,19.62,24.09,34.39,37.9,60.4,NA,NA,,TRUE,1,3.4,NA,17.1,18.4,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,38,41,8.6,,,,,,,FALSE,07-Jul,0,0,,TRUE,0.2358,0.2600,0.0828,,0.5786,,,,,,,,,,,,,,,,,,,,,,,,,,
159,4,3,Grade Road Palomar,GRP3,JP0989,JP0992,A,Hot/Dry,Hot,Dry,MM5-1,G,5,plain,6,7,Y,,1.69,2.36,4.93,8.65,10.78,18.17,31.8,30,NA,NA,transplanted,FALSE,0,1.1,NA,6.9,9,NA,NA,FALSE,,turgid,,,,,,,,25-Jun,11,8,2.7,,0.0142,0.0014,,,,FALSE,07-Jul,0,0,,TRUE,0.0082,0.0282,0.0074,,0.0438,,,,,,,,,,,,,,,,,,,,,,,,,,
47,5,11,Hauser Creek,HAU11,AW1135,AW1130,A,Hot/Dry,Hot,Dry,MM5-1,H,5,blue,11,11,N,,< 1,1.59,11.58,20.73,30.76,46.7,63.2,89.5,NA,NA,,TRUE,0,2.5,NA,21.5,25.2,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,82,56,13.3,,0.292,0.032,,,,FALSE,07-Jul,0,4,,TRUE,1.6000,2.1200,0.2706,,3.9906,,,,,,,,,,,,,,,,,,,,,,,,,,
109,6,1,Little Jameson,LIJ1,AA1378,AA1380,A,Hot/Dry,Hot,Dry,MM5-1,I,5,blue,11,11,N,,1.39,3.37,12,17.42,25.24,38.37,43.4,47.8,NA,NA,,TRUE,1.1,2.9,NA,18.2,20.3,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,36,36,11.2,,,,,,,FALSE,07-Jul,0,0,all leaves wilted; no scan,TRUE,0.0000,0.5300,0.0635,,0.5935,,,,,,,,,,,,,,,,,,,,,,,,,,
133,7,1,Middle Yuba,MYU1,JP0618,JP0619,A,Hot/Dry,Hot,Dry,MM5-1,J,5,plain,6,7,N,,1.92,3.44,10.95,17.23,27.44,37.55,54.1,56,NA,NA,,TRUE,1.4,4.8,NA,20.4,23.5,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,35,31,9.7,,,,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
59,8,11,Mill Creek,MIL11,EH0061,EH0055,A,Hot/Dry,Hot,Dry,MM5-1,K,5,plain,6,7,N,,4.75,7.49,17.28,35.4,43.09,58.58,75.1,82.1,NA,NA,,TRUE,3.4,7.9,NA,28.5,36,NA,NA,TRUE,,turgid,14-Jun,4.6,31.7,19.1,36.4,older flower; still red,,wilted,NA,NA,NA,,NA,NA,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,14-Jun,4.6,31.7,19.1,36.4,older flower; still red,,,,,,,,,,,,,
121,9,1,North Fork Middle Tule,NMT1,AA1515,AA1517,A,Hot/Dry,Hot,Dry,MM5-1,L,5,plain,6,7,N,,2.22,4.97,13.4,19.5,25.78,31.83,46.3,47.5,NA,NA,,TRUE,1.4,3.4,NA,15.4,18,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,58,51,15.2,,,,,,,FALSE,07-Jul,0,0,,TRUE,0.1314,0.4900,0.0697,,0.6911,,,,,,,,,,,,,,,,,,,,,,,,,,
175,10,6,Paradise Creek,PRD6,AA1431,AA1428,B,Hot/Dry,Hot,Dry,MM5-1,M,5,plain,6,7,N,,1.34,3.92,10.83,15.2,26.03,34.84,49.2,63.7,NA,NA,,TRUE,0.9,4,NA,17.5,19.4,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,34,44,12.4,,,,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
183,11,3,Rainbow Pool,RBW3,AA0563,AA0565,A,Hot/Dry,Hot,Dry,MM5-1,N,5,blue,11,11,N,,< 1,0.83,5.8,14.06,18.9,32.08,41.6,65.4,NA,NA,,TRUE,0,0.8,NA,8.4,9.5,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,51,38,12.1,,,,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
61,12,1,Redwood Creek,RWD1,AA1538,AA1541,A,Hot/Dry,Hot,Dry,MM5-1,A,6,plain,6,7,N,,2.84,6.3,18.89,32.29,47.41,70.51,87.9,106.9,NA,NA,,TRUE,2.3,5.1,NA,17.6,18,NA,NA,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
5,13,5,Rock Creek,006aN1,,,A,Hot/Dry,Hot,Dry,MM5-1,B,6,green,8,8,N,,3.3,5.22,11.69,22.09,28,48.61,55.8,58.6,NA,NA,,TRUE,1.5,4.9,NA,20.1,21.4,NA,NA,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
13,14,1,Wawona,182aC2,,,A,Hot/Dry,Hot,Dry,MM5-1,C,6,plain,6,7,N,,< 1,1.51,9.13,17.47,26.69,44.91,61.9,72.5,NA,NA,,TRUE,1,5.7,NA,20.2,21,NA,NA,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
107,15,11,West Fork Mojave River,WFM11,EH0026,EH0019,A,Hot/Dry,Hot,Dry,MM5-1,D,6,plain,6,7,N,,4.73,8.72,20.39,37.41,48.15,68.02,86.4,88.2,NA,NA,,TRUE,3.2,9.4,NA,27.5,30.7,NA,NA,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
83,16,11,Whitewater Canyon,WWC11,EH0034,EH0033,A,Hot/Dry,Hot,Dry,MM5-1,E,6,blue,11,11,N,,1.77,3.41,10.35,16.71,25.51,42.68,50.5,61.8,NA,NA,,TRUE,1.8,6,NA,25.5,27.9,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,40,23,10,,,,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1,7,Cottonwood Creek,356a,,,A,Hot/Dry,Hot,Dry,MM5-1,F,6,red,9,9,N,,< 1,2.48,13.75,23.93,39.78,57.72,74,86.6,NA,NA,,TRUE,1.7,5.5,NA,24.2,28,NA,NA,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
89,2,5,Cuyamaca Rancho,CUR5,AA1410,AA1413,A,Hot/Dry,Hot,Dry,MM5-1,G,6,plain,6,7,N,,2.25,4.37,10.8,17.33,34.58,43.57,57.9,75.8,NA,NA,,TRUE,1.6,3.6,NA,23.2,27.5,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,46,50,12.7,,0.23,0.0244,,,,FALSE,07-Jul,7,29,,TRUE,2.4500,3.5100,0.5909,,6.5509,,,,,,,,24-Jun,5.4,34.4,16.1,26.4,,,,,,,,,,,,,,
149,3,5,Deep Creek,DPC5,JP0785,AA1535,A,Hot/Dry,Hot,Dry,MM5-1,H,6,plain,6,7,N,,4.55,8.24,14.5,20.76,27.98,34.51,46.1,61.2,NA,NA,,TRUE,0.9,3.4,NA,20.3,22.6,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,50,34,10.8,,,,,,,FALSE,07-Jul,0,6,,TRUE,0.3400,1.1400,0.1675,,1.6475,,,,,,,,,,,,,,,,,,,,,,,,,,
163,4,7,Grade Road Palomar,GRP7,JP0996,JP0088,A,Hot/Dry,Hot,Dry,MM5-1,I,6,plain,6,7,N,,< 1,1.68,10.62,19.55,29.9,48.95,72.7,80.4,NA,NA,,TRUE,1.1,4.4,NA,25.4,29.6,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,52,46,15.9,,0.4171,0.0575,,,,FALSE,07-Jul,7,4,,TRUE,2.1100,4.2600,0.6211,,6.9911,,,,,,,,26-Jun,4.1,30.5,15.3,34.5,,,,,,,,,,,,,,
37,5,1,Hauser Creek,HAU1,AA1596,AW1135,A,Hot/Dry,Hot,Dry,MM5-1,J,6,no toothpick; germination,12,17,N,,< 1,2.22,14.8,28.54,38.81,58.83,58.7,72.2,NA,NA,,TRUE,1.9,5.5,NA,27.3,36.6,NA,NA,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
115,6,7,Little Jameson,LIJ7,AA1383,AA1385,A,Hot/Dry,Hot,Dry,MM5-1,K,6,plain,6,7,N,,< 1,2.51,11.59,18.23,30.03,39,50.6,78.5,NA,NA,,TRUE,0,2,NA,19.5,22.9,NA,NA,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,FALSE,07-Jul,0,0,all leaves wilted; no scan,TRUE,1.1200,1.0800,0.2196,,2.4196,,,,,,,,,,,,,,,,,,,,,,,,,,
55,8,7,Mill Creek,MIL7,EH0055,EH0059,A,Hot/Dry,Hot,Dry,MM5-1,M,6,plain,6,7,N,,5.72,9.82,20.26,35.11,49.66,66.22,72.9,79.7,NA,NA,Bud(06/05); flowering(06/12),TRUE,5.4,8.5,NA,23,24.5,NA,NA,TRUE,,turgid,11-Jun,4,33.6,18.3,37.3,,,25-Jun,60,20,9,,,,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,11-Jun,4,33.6,18.3,37.3,,,,,,,,,,,,,,
171,10,3,Paradise Creek,PRD3,AA1427,AA1428,A,Hot/Dry,Hot,Dry,MM5-1,A,7,plain,6,7,N,,< 1,1.69,7.91,13.85,18.03,28.34,33.9,60.7,NA,NA,,TRUE,0,0.9,NA,11.5,13.5,NA,NA,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
189,11,1,Rainbow Pool,RBW1,AA0656,AA0563,C,Hot/Dry,Hot,Dry,MM5-1,B,7,plain,6,7,N,,< 1,3.18,11.25,20.83,34.5,46.09,72.7,84.5,NA,NA,,TRUE,1.2,3.2,NA,19.1,22,NA,NA,TRUE,,turgid,,,,,,,,17-Jun,65,43,20.4,,0.558,0.0543,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
65,12,4,Redwood Creek,RWD4,EH0006,EH0007,A,Hot/Dry,Hot,Dry,MM5-1,C,7,plain,6,7,N,,2.78,6.03,14.75,25.32,40.12,54.52,68.1,99.7,NA,NA,,TRUE,1.5,3.9,NA,21,19.9,NA,NA,TRUE,,turgid,,,,,,,,dead,NA,NA,NA,,NA,NA,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
1,13,1,Rock Creek,001aN1,,,A,Hot/Dry,Hot,Dry,MM5-1,D,7,red,9,9,N,,0.8,2.84,12.15,20.41,32.97,46.08,54.3,61.6,NA,NA,,TRUE,1.4,3.6,NA,24.2,28.2,NA,NA,TRUE,,turgid,,,,,,,,17-Jun,18,15,10.2,,0.2063,0.0237,,,,TRUE,,,,dead,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
23,14,11,Wawona,192aC2,,,A,Hot/Dry,Hot,Dry,MM5-1,E,7,red,9,9,N,,1.66,3.86,10.47,14.89,23.61,30.25,38.9,50.1,NA,NA,,TRUE,0.6,3.4,NA,19.5,22.6,NA,NA,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,FALSE,07-Jul,0,0,,TRUE,0.1007,0.1298,0.0390,,0.2695,,,,,,,,,,,,,,,,,,,,,,,,,,
99,15,3,West Fork Mojave River,WFM3,EH0017,EH0019,A,Hot/Dry,Hot,Dry,MM5-1,F,7,plain,6,7,N,,1.39,3.68,12.16,20.16,33.37,40.28,58.1,79.3,NA,NA,,TRUE,2.2,4.8,NA,24.2,30.3,NA,NA,TRUE,,turgid,,,,,,,,17-Jun,58,53,19.9,,,,,,,FALSE,07-Jul,0,2,all leaves wilted; no scan,TRUE,0.4293,1.0200,0.1528,,1.6021,,,,,,,,,,,,,,,,,,,,,,,,,,
73,16,1,Whitewater Canyon,WWC1,AA1488,EH0029,A,Hot/Dry,Hot,Dry,MM5-1,G,7,plain,6,7,N,,3.89,6.1,15.3,27.83,36.55,47.39,65,68.4,NA,NA,,TRUE,1.9,4.2,NA,26,30.4,NA,NA,TRUE,,turgid,13-Jun,4.4,21.4,15.2,34.6,older flower; still red,,wilted,NA,NA,NA,,NA,NA,,,,FALSE,07-Jul,0,3,all leaves wilted; no scan,TRUE,0.1860,4.6100,0.3006,,5.0966,,,,,,,,13-Jun,4.4,21.4,15.2,34.6,older flower; still red,,,,,,,,,,,,,
31,1,2,Cottonwood Creek,347a,,,A,Hot/Dry,Hot,Dry,MM5-1,H,7,plain,6,7,N,,1.24,3.17,7.16,11.94,18.51,24.9,34.1,40.5,NA,NA,,TRUE,0.4,2,NA,20,24.5,NA,NA,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,FALSE,07-Jul,0,0,,TRUE,0.0225,0.2300,0.0337,,0.2862,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2,3,Cuyamaca Rancho,CUR3,AA1406,AA1404,A,Hot/Dry,Hot,Dry,MM5-1,I,7,plain,6,7,N,,3.28,5.16,12.25,22.19,29.25,34.52,42.9,53.6,NA,NA,,TRUE,0.9,2.9,NA,22.8,26.4,NA,NA,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,FALSE,07-Jul,0,0,,TRUE,0.1701,0.5400,0.1021,,0.8122,,,,,,,,,,,,,,,,,,,,,,,,,,
147,3,3,Deep Creek,DPC3,AA1535,JP0786,A,Hot/Dry,Hot,Dry,MM5-1,J,7,plain,6,7,N,,< 1,4.12,10,15.4,22.22,34.3,40.1,47.1,NA,NA,,TRUE,0.8,1.6,NA,11.5,14,NA,NA,TRUE,,turgid,,,,,,,,17-Jun,20,14,8.6,,,,,,,FALSE,07-Jul,0,0,,TRUE,0.0692,0.0686,0.0355,,0.1733,,,,,,,,,,,,,,,,,,,,,,,,,,
41,5,5,Hauser Creek,HAU5,AW1128,AW1129,A,Hot/Dry,Hot,Dry,MM5-1,L,7,plain,6,7,N,,3.8,7.87,18.12,34.5,52.08,72.88,81.6,91.2,NA,NA,Bud(06/05),TRUE,3.6,7.1,NA,27.5,31.1,NA,NA,TRUE,,turgid,20-Jun,2.5,32.8,21.9,38.4,,,25-Jun,89,68,11.1,,,,,,,FALSE,07-Jul,81,37,,TRUE,3.5100,6.2900,0.6241,,10.4241,,,,,,,,20-Jun,2.5,32.8,21.9,38.4,,,,,,,,,,,,,,
161,4,5,Grade Road Palomar,GRP5,JP0993,JP0988,A,Hot/Dry,Hot,Dry,MM5-1,,,no germination,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no transplant available,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,,NA,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,NA,,,,,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
143,7,5,Middle Yuba,MYU5,JP0623,JP0621,B,Hot/Dry,Hot,Dry,MM5-1,,,no germination,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no transplant available,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,,NA,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,NA,,,,,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
127,9,5,North Fork Middle Tule,NMT5,EH0012,AA1519,A,Hot/Dry,Hot,Dry,MM5-1,,,no germination,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no transplant available,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,,NA,,,,,,,,NA,NA,NA,NA,,NA,NA,,,,NA,,,,,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
48,5,12,Hauser Creek,HAU12,AW1135,AW1133,A,Hot/Dry,Hot,Dry,MM5-2,A,1,red,9,9,N,,4.01,7.07,16.36,28.13,42.43,61.29,87.7,91.9,NA,NA,,TRUE,2.3,5.6,NA,14,NA,NA,NA,TRUE,,wilted,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,TRUE,,,,,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
110,6,2,Little Jameson,LIJ2,AA1378,AA1384,A,Hot/Dry,Hot,Dry,MM5-2,B,1,green,8,8,N,,< 1,< 1,3.02,8.13,10.72,15.66,23.1,28.5,NA,NA,,TRUE,0,0.5,NA,4.3,4.5,NA,NA,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,TRUE,,,,,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
144,7,6,Middle Yuba,MYU6,JP0624,JP0618,B,Hot/Dry,Hot,Dry,MM5-2,C,1,blue,11,11,N,,< 1,1.87,9.49,15.81,27.69,35.78,54.2,64.2,NA,NA,,TRUE,0,1,NA,8.5,8,NA,NA,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,TRUE,,,,,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
60,8,12,Mill Creek,MIL12,EH0062,EH0054,A,Hot/Dry,Hot,Dry,MM5-2,D,1,plain,6,7,N,,4.93,7.45,21.15,26.5,46.42,44.83,51.2,51.7,NA,NA,Bud(06/05),TRUE,3.3,6.4,NA,18.5,NA,NA,NA,TRUE,,wilted,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,TRUE,,,,,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
130,9,7,North Fork Middle Tule,NMT7,EH0014,AA1519,A,Hot/Dry,Hot,Dry,MM5-2,E,1,plain,6,7,N,,< 1,1.39,9.93,18.7,22.97,33.25,55.9,59.6,NA,NA,,TRUE,0,1.5,NA,8.4,NA,NA,NA,TRUE,,wilted,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,TRUE,,,,,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
170,10,2,Paradise Creek,PRD2,AA1427,AA1425,A,Hot/Dry,Hot,Dry,MM5-2,F,1,no toothpick; germination,12,17,N,,< 1,< 1,1.29,4.35,8.96,11.04,12.1,47.6,NA,NA,,TRUE,0,0,NA,2.1,1.5,NA,NA,TRUE,,turgid,,,,,,,,25-Jun,40,27,5.9,,,,,,,TRUE,,,,,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
188,11,4,Rainbow Pool,RBW4,AA0565,AA0508,B,Hot/Dry,Hot,Dry,MM5-2,G,1,blue,11,11,N,,< 1,0.51,4.48,9.54,14.07,20.46,28,64.3,NA,NA,,TRUE,0,0,NA,7.2,7.5,NA,NA,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,TRUE,,,,,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
64,12,2,Redwood Creek,RWD2,AA1541,EH0005,B,Hot/Dry,Hot,Dry,MM5-2,H,1,red,9,9,N,,< 1,0.29,7.25,12.57,19.31,31.94,42.7,41.2,NA,NA,stakes changed from RWD3 to RWD2 B,TRUE,0,1.5,NA,13.4,12.5,NA,NA,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,TRUE,,,,,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
10,13,10,Rock Creek,013aN1,,,A,Hot/Dry,Hot,Dry,MM5-2,I,1,no toothpick; germination,12,17,N,,< 1,< 1,6.39,15.7,21.43,30.96,40.4,55.5,NA,NA,,TRUE,0,2.4,NA,12.4,12.6,NA,NA,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,TRUE,,,,,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
16,14,4,Wawona,185aC2,,,A,Hot/Dry,Hot,Dry,MM5-2,J,1,plain,6,7,N,,< 1,2.9,12.45,18.4,37.02,43.63,65.4,83.5,NA,NA,,TRUE,1.9,5.2,NA,17.8,18,NA,NA,TRUE,,turgid,,,,,,,,wilted,NA,NA,NA,,NA,NA,,,,TRUE,,,,,FALSE,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
